Name,Stars,Forks,Language,Domain
ParsePlatform/parse-dashboard,2168,829,JavaScript,Software tools
angular-ui-tree/angular-ui-tree,2168,644,JavaScript,Web libraries and frameworks
flowjs/flow.js,2168,274,JavaScript,Web libraries and frameworks
CreateJS/TweenJS,2166,524,JavaScript,Web libraries and frameworks
terwanerik/ScrollTrigger,2166,147,JavaScript,Web libraries and frameworks
dekatotoro/SlideMenuControllerSwift,2165,418,Swift,Non-web libraries and frameworks
Netflix/vector,2164,137,JavaScript,Software tools
apprenticeharper/DeDRM_tools,2163,197,Python,Documentation
yannickcr/eslint-plugin-react,2163,455,JavaScript,Software tools
jaredsinclair/JTSImageViewController,2162,261,Objective-C,Non-web libraries and frameworks
supermarin/ObjectiveSugar,2160,210,Objective-C,Non-web libraries and frameworks
supermarin/xcpretty,2160,149,Ruby,Software tools
offensive-security/exploit-database,2159,635,C,Software tools
abrasive/shairport,2159,629,C,Application software
intridea/hashie,2159,242,Ruby,Non-web libraries and frameworks
GoogleChrome/samples,2158,750,HTML,Documentation
davidmerfield/Typeset,2158,51,JavaScript,Web libraries and frameworks
padraic/mockery,2157,269,PHP,Software tools
markmarkoh/datamaps,2156,576,JavaScript,Web libraries and frameworks
tonytomov/jqGrid,2156,906,JavaScript,Web libraries and frameworks
mps-youtube/mps-youtube,2154,216,Python,Application software
FiloSottile/Heartbleed,2153,490,Go,Software tools
forkingdog/FDStackView,2153,293,Objective-C,Non-web libraries and frameworks
ptwobrussell/Mining-the-Social-Web-2nd-Edition,2152,1261,Ruby,Documentation
mrclay/minify,2152,367,PHP,Software tools
totaljs/framework,2151,301,JavaScript,Web libraries and frameworks
lucadegasperi/oauth2-server-laravel,2151,493,PHP,Web libraries and frameworks
tomasr/molokai,2150,989,VimL,Software tools
jonathantneal/sanitize.css,2149,141,HTML,Documentation
DanielRapp/doppler,2149,164,JavaScript,Web libraries and frameworks
mdo/github-buttons,2149,225,CSS,Web libraries and frameworks
leafo/lessphp,2148,489,PHP,Software tools
YouXianMing/YoCelsius,2148,486,Objective-C,Non-web libraries and frameworks
devttys0/binwalk,2147,347,Python,Software tools
w3c/ServiceWorker,2147,182,HTML,Documentation
uber/image-diff,2146,78,JavaScript,Non-web libraries and frameworks
anvaka/VivaGraphJS,2146,267,JavaScript,Web libraries and frameworks
rovo89/Xposed,2145,626,C++,Non-web libraries and frameworks
EvgenyKarkan/EKAlgorithms,2145,344,Objective-C,Documentation
baoyachi/StepView,2145,463,Java,Non-web libraries and frameworks
python/mypy,2144,258,Python,Non-web libraries and frameworks
douban/DOUAudioStreamer,2142,486,Objective-C,Non-web libraries and frameworks
itsabot/abot,2142,144,Go,Software tools
sorccu/cufon,2141,232,JavaScript,Web libraries and frameworks
reduxframework/elusive-iconfont,2140,258,CSS,Web libraries and frameworks
plasma-disassembler/plasma,2140,219,Python,Software tools
oyvindkinsey/easyXDM,2140,244,JavaScript,Web libraries and frameworks
guillaumepotier/Garlic.js,2140,161,JavaScript,Web libraries and frameworks
GoogleChrome/sw-precache,2140,181,JavaScript,Non-web libraries and frameworks
buzzfeed/Sketch-Toolbox,2139,186,Objective-C,Software tools
github-tools/github,2139,494,JavaScript,Web libraries and frameworks
hashicorp/nomad,2136,373,Go,Non-web libraries and frameworks
Netflix/asgard,2136,424,Groovy,Software tools
scoutapp/scout_realtime,2136,125,JavaScript,Software tools
rqlite/rqlite,2135,111,Go,System software
borisrepl/boris,2135,117,PHP,Web libraries and frameworks
kennethreitz/clint,2135,204,Python,Non-web libraries and frameworks
PHPOffice/PHPWord,2134,895,PHP,Non-web libraries and frameworks
zoonooz/ZFDragableModalTransition,2134,278,Objective-C,Non-web libraries and frameworks
Todd-Davies/ProgressWheel,2133,731,Java,Non-web libraries and frameworks
ternjs/acorn,2133,245,JavaScript,Non-web libraries and frameworks
semantic-release/semantic-release,2133,117,JavaScript,Software tools
bulletphysics/bullet3,2132,647,C++,Non-web libraries and frameworks
cappuccino/cappuccino,2132,348,Objective-J,Web libraries and frameworks
markushi/android-ui,2131,480,Java,Non-web libraries and frameworks
indutny/node-spdy,2130,154,JavaScript,Web libraries and frameworks
Karumi/Dexter,2130,245,Java,Non-web libraries and frameworks
mapsme/omim,2130,423,C++,Non-web libraries and frameworks
blueimp/Gallery,2129,737,JavaScript,Web libraries and frameworks
kolyvan/kxmovie,2129,830,Objective-C,Non-web libraries and frameworks
cocos2d/cocos2d-html5,2128,832,JavaScript,Web libraries and frameworks
siacs/Conversations,2128,689,Java,Non-web libraries and frameworks
lipis/bootstrap-social,2128,653,HTML,Web libraries and frameworks
todc/todc-bootstrap,2128,263,CSS,Web libraries and frameworks
erikw/tmux-powerline,2128,400,Shell,Software tools
google/battery-historian,2127,376,Go,Software tools
facebook/conceal,2127,356,Java,Non-web libraries and frameworks
trailblazer/trailblazer,2127,92,Ruby,Documentation
PowerShellMafia/PowerSploit,2126,818,PowerShell,Documentation
dennybritz/reinforcement-learning,2126,496,Jupyter Notebook,Documentation
HubSpot/drop,2126,193,CSS,Web libraries and frameworks
h2oai/h2o-2,2126,574,Java,Non-web libraries and frameworks
DaveWoodCom/XCGLogger,2125,305,Swift,Non-web libraries and frameworks
brianleroux/lawnchair,2125,267,JavaScript,Web libraries and frameworks
dustturtle/RealReachability,2124,374,Objective-C,Non-web libraries and frameworks
ademilter/bricklayer,2124,121,JavaScript,Web libraries and frameworks
awslabs/chalice,2123,139,Python,Web libraries and frameworks
Yalantis/Side-Menu.iOS,2123,270,Swift,Non-web libraries and frameworks
JohnPersano/SuperToasts,2123,495,Java,Non-web libraries and frameworks
JagCesar/iOS-blur,2123,241,Objective-C,Non-web libraries and frameworks
bigspaceship/shine.js,2123,191,JavaScript,Web libraries and frameworks
AugustRush/Stellar,2123,132,Swift,Non-web libraries and frameworks
jerryscript-project/jerryscript,2122,234,C,System software
bosun-monitor/bosun,2122,340,Go,Software tools
franciscop/cookies.js,2122,55,JavaScript,Web libraries and frameworks
kamranahmedse/git-standup,2122,65,Shell,Software tools
nodesource/distributions,2121,240,Shell,Documentation
robb/hamburger-button,2121,213,Swift,Non-web libraries and frameworks
hashcat/hashcat-legacy,2120,315,C,Software tools
cjcenizal/flexbox-patterns,2120,92,CSS,Web libraries and frameworks
twitter/gizzard,2119,204,Scala,Software tools
AlDanial/cloc,2119,151,Perl,Software tools
domchristie/to-markdown,2119,355,JavaScript,Non-web libraries and frameworks
fangwei716/30-days-of-react-native,2118,471,JavaScript,Documentation
ring-clojure/ring,2118,366,Clojure,Web libraries and frameworks
rnmp/salvattore,2117,251,JavaScript,Web libraries and frameworks
dspinellis/unix-history-repo,2116,165,Assembly,Documentation
iamceege/tooltipster,2116,373,JavaScript,Web libraries and frameworks
caiorss/Functional-Programming,2116,107,Haskell,Documentation
honza/vim-snippets,2116,1173,Python,Documentation
lihaoyi/macropy,2116,102,Python,Non-web libraries and frameworks
MengTo/DesignerNewsApp,2116,331,Objective-C,Documentation
alamkanak/Android-Week-View,2115,707,Java,Non-web libraries and frameworks
rofl0r/proxychains-ng,2115,235,C,Non-web libraries and frameworks
django-haystack/django-haystack,2113,962,Python,Web libraries and frameworks
valor-software/ng2-bootstrap,2111,585,TypeScript,Web libraries and frameworks
docker/libchan,2111,117,Go,Non-web libraries and frameworks
samyk/magspoof,2111,301,Eagle,System software
KnpLabs/snappy,2111,283,PHP,Web libraries and frameworks
satyan/sugar,2111,527,Java,Non-web libraries and frameworks
s3tools/s3cmd,2111,626,Python,Software tools
twitter/distributedlog,2109,257,Java,System software
ValveSoftware/openvr,2108,548,C#,Non-web libraries and frameworks
DTVD/rainbowstream,2108,207,Python,Application software
phusion/passenger-docker,2108,204,Shell,Documentation
interconnectit/Search-Replace-DB,2107,448,PHP,Non-web libraries and frameworks
mewo2/terrain,2107,160,JavaScript,Web libraries and frameworks
pinax/pinax,2107,387,Python,Web libraries and frameworks
antlr/antlr4,2106,623,Java,Non-web libraries and frameworks
GetStream/Winds,2106,139,JavaScript,Application software
noflo/noflo,2105,179,CoffeeScript,Non-web libraries and frameworks
pegjs/pegjs,2105,267,JavaScript,Non-web libraries and frameworks
uber/react-map-gl,2104,162,JavaScript,Web libraries and frameworks
quicksilver/Quicksilver,2104,254,Objective-C,Application software
zcash/zcash,2103,451,C++,Application software
WhisperSystems/Signal-Desktop,2103,322,JavaScript,Application software
seattlerb/minitest,2103,362,Ruby,Non-web libraries and frameworks
soyjavi/QuoJS,2101,291,CoffeeScript,Non-web libraries and frameworks
BorisMoore/jsrender,2100,319,JavaScript,Web libraries and frameworks
msanders/snipmate.vim,2100,757,VimL,Software tools
scalatra/scalatra,2100,307,Scala,Web libraries and frameworks
inFullMobile/WobbleView,2100,119,Swift,Non-web libraries and frameworks
laradock/laradock,2099,589,Shell,Software tools
ragunathjawahar/android-saripaar,2098,322,Java,Non-web libraries and frameworks
picnicss/picnic,2098,111,CSS,Web libraries and frameworks
rstudio/shiny,2097,1137,R,Web libraries and frameworks
lzyzsd/CircleProgress,2097,636,Java,Non-web libraries and frameworks
toland/qlmarkdown,2097,108,C,Non-web libraries and frameworks
mamedev/mame,2097,482,C++,Software tools
skywind3000/kcp,2096,415,C,Non-web libraries and frameworks
facebook/FBRetainCycleDetector,2096,206,Objective-C++,Non-web libraries and frameworks
FaridSafi/react-native-gifted-chat,2094,511,JavaScript,Non-web libraries and frameworks
cloudera/hue,2094,891,Python,Software tools
Gallopsled/pwntools,2093,433,Python,Non-web libraries and frameworks
iam4x/pokemongo-webspoof,2092,218,JavaScript,Application software
numba/numba,2091,229,Python,Software tools
hioa-cs/IncludeOS,2091,158,C++,System software
adamschwartz/magic-of-css,2091,158,CSS,Documentation
ChadCSong/ShineButton,2091,292,Java,Non-web libraries and frameworks
devongovett/regexgen,2090,56,JavaScript,Non-web libraries and frameworks
bootstrap-tagsinput/bootstrap-tagsinput,2088,712,JavaScript,Web libraries and frameworks
mjackson/history,2088,212,JavaScript,Web libraries and frameworks
AliasIO/Wappalyzer,2087,798,JavaScript,Web libraries and frameworks
wvanbergen/request-log-analyzer,2087,169,Ruby,Software tools
Netflix/ice,2086,343,Java,Software tools
NLog/NLog,2086,729,C#,Non-web libraries and frameworks
akkadotnet/akka.net,2085,583,C#,Non-web libraries and frameworks
jlord/sheetsee.js,2085,477,JavaScript,Web libraries and frameworks
Yalantis/GuillotineMenu-Android,2085,424,Java,Non-web libraries and frameworks
SwiftyBeaver/SwiftyBeaver,2085,136,Swift,Non-web libraries and frameworks
tobi/delayed_job,2085,1100,Ruby,Non-web libraries and frameworks
poole/poole,2084,965,CSS,Web libraries and frameworks
ramsey/uuid,2084,171,PHP,Web libraries and frameworks
flask-admin/flask-admin,2083,686,Python,Web libraries and frameworks
twitter/secureheaders,2082,137,Ruby,Web libraries and frameworks
creationix/step,2082,174,JavaScript,Non-web libraries and frameworks
kevinsawicki/http-request,2081,567,Java,Web libraries and frameworks
yigit/android-priority-jobqueue,2081,232,Java,Non-web libraries and frameworks
COCOPi/cockpit,2081,240,JavaScript,Web libraries and frameworks
amulyakhare/TextDrawable,2080,417,Java,Non-web libraries and frameworks
Block8/PHPCI,2079,470,JavaScript,Software tools
paulmillr/es6-shim,2079,219,JavaScript,Web libraries and frameworks
mozilla/rr,2079,179,C++,Software tools
danvk/dygraphs,2077,458,JavaScript,Web libraries and frameworks
googlevr/gvr-android-sdk,2076,964,C++,Non-web libraries and frameworks
jnordberg/gif.js,2075,201,JavaScript,Web libraries and frameworks
substance/substance,2075,88,JavaScript,Web libraries and frameworks
the-control-group/voyager,2074,353,PHP,Software tools
nst/RuntimeBrowser,2074,322,Objective-C,Software tools
SelfControlApp/selfcontrol,2074,294,Objective-C,Application software
electron-userland/electron-builder,2074,220,TypeScript,Software tools
jonathantneal/svg4everybody,2074,188,JavaScript,Web libraries and frameworks
gritzko/swarm,2073,75,JavaScript,Web libraries and frameworks
golang/mobile,2072,252,Go,Non-web libraries and frameworks
libevent/libevent,2072,919,C,Non-web libraries and frameworks
phodal/github-roam,2072,599,HTML,Documentation
NVIDIA/nvidia-docker,2072,255,Go,Software tools
kriskowal/gtor,2072,76,JavaScript,Documentation
comfy/comfortable-mexican-sofa,2072,512,Ruby,Web libraries and frameworks
mozilla/popcorn-js,2071,614,JavaScript,Web libraries and frameworks
airbnb/polyglot.js,2070,120,JavaScript,Non-web libraries and frameworks
avast/android-styled-dialogs,2070,493,Java,Non-web libraries and frameworks
franzejr/best-ruby,2070,173,Ruby,Documentation
alibaba/canal,2068,1071,Java,System software
sindresorhus/xo,2068,74,JavaScript,Software tools
laurentj/slimerjs,2067,216,JavaScript,Non-web libraries and frameworks
leafo/sticky-kit,2067,359,CoffeeScript,Web libraries and frameworks
twitter-fabric/velocity-react,2067,114,JavaScript,Web libraries and frameworks
stormzhang/9GAG,2066,1088,Java,Application software
mher/flower,2066,379,Python,Software tools
commercialhaskell/stack,2066,366,Haskell,Software tools
Shougo/neocomplete.vim,2065,171,VimL,Software tools
timekit-io/booking-js,2064,121,JavaScript,Web libraries and frameworks
pangloss/vim-javascript,2064,284,VimL,Software tools
Gamua/Starling-Framework,2063,875,ActionScript,Non-web libraries and frameworks
litesuits/android-common,2063,781,Java,Non-web libraries and frameworks
acdlite/redux-router,2063,174,JavaScript,Web libraries and frameworks
oarrabi/OAStackView,2063,197,Objective-C,Non-web libraries and frameworks
PyCQA/pycodestyle,2062,429,Python,Software tools
fetlife/rollout,2062,172,Ruby,Web libraries and frameworks
dahlbyk/posh-git,2060,463,PowerShell,Software tools
BinRoot/TensorFlow-Book,2060,263,Jupyter Notebook,Documentation
FredKSchott/CoVim,2060,69,VimL,Software tools
lovetuzitong/MultiImageSelector,2059,654,Java,Non-web libraries and frameworks
christabor/flask_jsondash,2057,107,Python,Software tools
katspaugh/wavesurfer.js,2056,532,JavaScript,Web libraries and frameworks
paulirish/matchMedia.js,2056,301,JavaScript,Web libraries and frameworks
bshaffer/oauth2-server-php,2055,658,PHP,Web libraries and frameworks
lsjwzh/RecyclerViewPager,2055,436,Java,Non-web libraries and frameworks
uku/Unblock-Youku,2054,565,JavaScript,Software tools
vitch/jScrollPane,2054,657,HTML,Web libraries and frameworks
sintaxi/phonegap,2054,1429,JavaScript,Web libraries and frameworks
Ramotion/paper-switch,2054,165,Swift,Non-web libraries and frameworks
micha/resty,2053,116,HTML,Software tools
minoca/os,2052,143,C,System software
xfumihiro/ViewInspector,2052,201,Java,Non-web libraries and frameworks
lihongxun945/jquery-weui,2051,565,JavaScript,Web libraries and frameworks
aui/font-spider,2050,264,JavaScript,Software tools
mchristopher/PokemonGo-DesktopMap,2049,465,Python,Application software
mattt/Ono,2049,156,Objective-C,Non-web libraries and frameworks
ryanb/nifty-generators,2049,307,Ruby,Software tools
kangax/html-minifier,2048,239,JavaScript,Software tools
mozilla-b2g/gaia,2048,2518,JavaScript,Web libraries and frameworks
jepsen-io/jepsen,2047,261,Clojure,Software tools
malarkey/320andup,2046,305,HTML,Web libraries and frameworks
snabbdom/snabbdom,2046,151,JavaScript,Non-web libraries and frameworks
pocorall/scaloid,2045,169,Scala,Non-web libraries and frameworks
lrsjng/h5ai,2045,275,JavaScript,Web libraries and frameworks
steipete/PSStackedView,2045,325,Objective-C,Non-web libraries and frameworks
necolt/Swifton,2045,84,Swift,Web libraries and frameworks
Tribler/tribler,2045,230,Python,Application software
wdullaer/MaterialDateTimePicker,2044,485,Java,Non-web libraries and frameworks
iron-meteor/iron-router,2044,436,JavaScript,Web libraries and frameworks
shu223/AnimatedTransitionGallery,2044,253,Objective-C,Non-web libraries and frameworks
mislav/git-deploy,2044,137,Ruby,Software tools
mudcube/MIDI.js,2043,384,JavaScript,Web libraries and frameworks
postaljs/postal.js,2043,146,JavaScript,Web libraries and frameworks
xcatliu/mobi.css,2043,154,CSS,Web libraries and frameworks
codebutler/firesheep,2042,571,C++,Software tools
1000ch/grd,2042,92,HTML,Web libraries and frameworks
swirldev/swirl_courses,2041,4996,R,Documentation
ben-manes/caffeine,2041,156,Java,Non-web libraries and frameworks
python-visualization/folium,2041,331,Python,Non-web libraries and frameworks
pornel/slip,2041,184,JavaScript,Web libraries and frameworks
phodal/ideabook,2040,574,HTML,Documentation
booksbyus/zguide,2040,1047,PHP,Documentation
Urigo/angular-meteor,2040,434,TypeScript,Web libraries and frameworks
Skykai521/StickerCamera,2040,625,Java,Application software
jsantell/dancer.js,2040,213,JavaScript,Web libraries and frameworks
ankane/groupdate,2040,140,Ruby,Non-web libraries and frameworks
phpmyadmin/phpmyadmin,2039,1193,PHP,Software tools
kanwei/algorithms,2039,287,Ruby,Non-web libraries and frameworks
rengwuxian/RxJavaSamples,2039,486,Java,Documentation
Behat/Behat,2038,436,PHP,Web libraries and frameworks
appsquickly/Typhoon,2038,222,Objective-C,Non-web libraries and frameworks
id-Software/DOOM,2037,486,C,Non-web libraries and frameworks
Netflix/zuul,2036,511,Java,System software
ng-bootstrap/ng-bootstrap,2036,316,TypeScript,Web libraries and frameworks
cython/cython,2036,479,Python,Software tools
Huddle/Resemble.js,2035,247,JavaScript,Web libraries and frameworks
cplusplus/draft,2034,325,TeX,Documentation
jokkedk/webgrind,2034,275,Python,Software tools
MiniProfiler/rack-mini-profiler,2034,233,Ruby,Software tools
danielamitay/DACircularProgress,2033,307,Objective-C,Non-web libraries and frameworks
huichen/wukong,2031,495,Go,Non-web libraries and frameworks
shekhargulati/99-problems,2031,484,Java,Documentation
qor/qor,2031,309,Go,Web libraries and frameworks
jaz303/tipsy,2031,605,JavaScript,Web libraries and frameworks
wavded/humane-js,2031,191,CSS,Web libraries and frameworks
bitcoinbook/bitcoinbook,2030,670,HTML,Documentation
MugunthKumar/MKStoreKit,2030,468,Objective-C,Non-web libraries and frameworks
matthewpalmer/Locksmith,2030,181,Swift,Non-web libraries and frameworks
ponylang/ponyc,2030,158,C++,System software
akiran/react-slick,2030,497,JavaScript,Web libraries and frameworks
php/php-langspec,2029,252,PHP,Documentation
pili-engineering/PLDroidPlayer,2029,564,Java,Non-web libraries and frameworks
redux-observable/redux-observable,2029,104,JavaScript,Web libraries and frameworks
jeffkaufman/icdiff,2029,88,Python,Software tools
OculusVR/RakNet,2028,631,HTML,Non-web libraries and frameworks
DanMcInerney/wifijammer,2028,355,Python,Software tools
meolu/walle-web,2027,839,HTML,Web libraries and frameworks
BootstrapCMS/CMS,2027,679,PHP,Web libraries and frameworks
ervandew/supertab,2027,159,VimL,Software tools
zsh-users/zsh-autosuggestions,2027,144,Shell,Software tools
pheuter/essential-react,2027,142,JavaScript,Web libraries and frameworks
Fooidge/PleaseJS,2027,146,JavaScript,Web libraries and frameworks
portainer/portainer,2025,172,JavaScript,Software tools
redisson/redisson,2024,640,Java,Non-web libraries and frameworks
slate/slate,2024,119,JavaScript,Application software
square/flow,2022,218,Java,Non-web libraries and frameworks
gameplay3d/GamePlay,2022,951,C++,Non-web libraries and frameworks
Countly/countly-server,2021,516,JavaScript,Software tools
google/binnavi,2021,365,Java,Software tools
clientIO/joint,2021,425,JavaScript,Web libraries and frameworks
donnemartin/haxor-news,2021,83,Python,Application software
Sephiroth87/ODRefreshControl,2020,427,Objective-C,Non-web libraries and frameworks
officert/mongotron,2020,144,JavaScript,Software tools
expressjs/morgan,2020,167,JavaScript,Web libraries and frameworks
angular/quickstart,2019,2213,JavaScript,Documentation
Famous/famous-angular,2019,318,JavaScript,Web libraries and frameworks
sehmaschine/django-grappelli,2019,521,HTML,Software tools
remind101/empire,2018,101,Go,Software tools
Shougo/neobundle.vim,2018,172,VimL,Software tools
electron/electron-api-demos,2017,309,HTML,Documentation
revolunet/sublimetext-markdown-preview,2017,298,Python,Software tools
rust-lang/cargo,2015,492,Rust,Software tools
LearnBoost/cluster,2013,139,JavaScript,Software tools
dasdom/BreakOutToRefresh,2013,128,Swift,Non-web libraries and frameworks
douban/dpark,2012,468,Python,Non-web libraries and frameworks
kean/Nuke,2012,115,Swift,Non-web libraries and frameworks
Sonarr/Sonarr,2012,452,C#,Non-web libraries and frameworks
hephaest0s/usbkill,2011,351,Python,Application software
buaazp/zimg,2011,278,C,Non-web libraries and frameworks
andris9/mailtrain,2011,139,JavaScript,Application software
js2coffee/js2coffee,2011,204,CoffeeScript,Software tools
mojombo/god,2010,475,Ruby,Software tools
jaredhanson/oauth2orize,2009,330,JavaScript,Web libraries and frameworks
sylnsfar/qrcode,2009,236,Python,Software tools
olov/ng-annotate,2009,102,JavaScript,Web libraries and frameworks
igorescobar/jQuery-Mask-Plugin,2007,1074,JavaScript,Web libraries and frameworks
nginx-boilerplate/nginx-boilerplate,2006,167,Nginx,Web libraries and frameworks
cloudflare/backgrid,2006,343,JavaScript,Web libraries and frameworks
dotless-de/vagrant-vbguest,2006,147,Ruby,Software tools
mapbox/node-sqlite3,2005,304,PLpgSQL,Non-web libraries and frameworks
toji/gl-matrix,2005,347,JavaScript,Web libraries and frameworks
socketio/socket.io-client-swift,2005,264,Swift,Non-web libraries and frameworks
LukyVj/family.scss,2005,111,CSS,Web libraries and frameworks
google/nogotofail,2004,264,Python,Software tools
tj/luna,2004,110,C,Software tools
alexbw/novocaine,2004,278,Objective-C,Non-web libraries and frameworks
nodejs/node-convergence-archive,2004,127,JavaScript,Documentation
Tencent/MSEC,2003,525,Java,Software tools
dae/anki,2003,407,Python,Application software
angular/material-start,2003,1336,JavaScript,Documentation
acani/Chats,2003,480,SQLPL,Application software
Urinx/WeixinBot,2002,739,Python,Software tools
Valve/fingerprintjs,2002,319,JavaScript,Web libraries and frameworks
nsf/termbox-go,2002,180,Go,Non-web libraries and frameworks
yangfuhai/ASimpleCache,2001,810,Java,Non-web libraries and frameworks
clojure-emacs/cider,2001,358,Emacs Lisp,Software tools
owncloud/android,2000,2234,Java,Application software
pakastin/deck-of-cards,2000,255,JavaScript,Web libraries and frameworks
MyCATApache/Mycat-Server,1999,1527,Java,System software
cs231n/cs231n.github.io,1999,1092,HTML,Documentation
orhanobut/hawk,1999,203,Java,Non-web libraries and frameworks
delba/Permission,1999,116,Swift,Non-web libraries and frameworks
objectivehtml/FlipClock,1998,723,JavaScript,Web libraries and frameworks
rickharrison/validate.js,1998,369,JavaScript,Web libraries and frameworks
nikic/FastRoute,1997,180,PHP,Web libraries and frameworks
trailblazer/reform,1997,158,Ruby,Non-web libraries and frameworks
jxnblk/rebass,1997,91,JavaScript,Non-web libraries and frameworks
kaishengtai/neuralart,1996,295,Lua,Documentation
zaproxy/zaproxy,1995,427,Java,Non-web libraries and frameworks
bloomberg/bucklescript,1995,112,OCaml,Web libraries and frameworks
transloadit/uppy,1995,55,HTML,Web libraries and frameworks
dempfi/ayu,1995,70,JavaScript,Software tools
reark/reark,1994,243,Java,Non-web libraries and frameworks
roundcube/roundcubemail,1993,820,PHP,Application software
paradoxxxzero/butterfly,1992,203,CoffeeScript,Software tools
brandonhilkert/sucker_punch,1992,91,Ruby,Non-web libraries and frameworks
vuvuzela/vuvuzela,1991,160,Go,Application software
pfnet/chainer,1991,536,Python,Non-web libraries and frameworks
google/closure-library,1990,577,JavaScript,Non-web libraries and frameworks
myell0w/MTStatusBarOverlay,1990,367,Objective-C,Non-web libraries and frameworks
leah/PullToRefresh,1989,284,Objective-C,Non-web libraries and frameworks
i-tu/Hasklig,1989,54,Python,Non-web libraries and frameworks
ciaranj/node-oauth,1989,520,JavaScript,Web libraries and frameworks
direnv/direnv,1989,107,Go,Software tools
grails/grails-core,1989,866,Java,Web libraries and frameworks
weixin/WeFlow,1987,295,JavaScript,Software tools
vuejs/vue-hackernews,1987,482,Vue,Application software
rnpm/rnpm,1987,64,JavaScript,Software tools
avatsaev/touchbar_nyancat,1987,65,Swift,Non-web libraries and frameworks
alibaba/anyproxy,1986,423,JavaScript,Web libraries and frameworks
murtaugh/HTML5-Reset,1986,566,CSS,Documentation
ongakuer/CircleIndicator,1986,410,Java,Non-web libraries and frameworks
HansPinckaers/GrowingTextView,1985,466,Objective-C,Non-web libraries and frameworks
jakerella/jquery-mockjax,1985,343,JavaScript,Web libraries and frameworks
slevithan/xregexp,1985,195,JavaScript,Non-web libraries and frameworks
joeyespo/grip,1985,157,HTML,Software tools
ryanb/dotfiles,1985,849,VimL,Software tools
grbl/grbl,1984,1246,C,Non-web libraries and frameworks
burnash/gspread,1984,373,Python,Web libraries and frameworks
devstructure/blueprint,1984,113,Python,Software tools
egoist/hack,1984,80,CSS,Web libraries and frameworks
id-Software/Quake-III-Arena,1983,776,C,Application software
SirCmpwn/sway,1983,129,C,Non-web libraries and frameworks
busyloop/lolcat,1982,76,Ruby,Software tools
raspberrypi/firmware,1981,762,C,System software
klein/klein.php,1981,229,PHP,Web libraries and frameworks
probablycorey/wax,1980,624,C,Non-web libraries and frameworks
docker/docker-bench-security,1980,191,Shell,Software tools
markevans/dragonfly,1980,222,Ruby,Web libraries and frameworks
html5rocks/www.html5rocks.com,1979,753,HTML,Documentation
substack/minimist,1977,112,JavaScript,Non-web libraries and frameworks
RobotiumTech/robotium,1976,672,Java,Non-web libraries and frameworks
Ramotion/circle-menu,1976,232,Swift,Non-web libraries and frameworks
radex/SwiftyUserDefaults,1976,119,Swift,Non-web libraries and frameworks
DatabaseCleaner/database_cleaner,1976,381,Ruby,Non-web libraries and frameworks
ngrx/store,1975,176,TypeScript,Web libraries and frameworks
pnikosis/materialish-progress,1975,409,Java,Non-web libraries and frameworks
bcosca/fatfree,1974,402,PHP,Web libraries and frameworks
fisherman/fisherman,1974,131,Shell,Software tools
hashicorp/consul-template,1974,257,Go,System software
anishathalye/git-remote-dropbox,1974,75,Python,Software tools
pypa/virtualenv,1971,503,Python,Software tools
noamraph/tqdm,1971,87,Python,Non-web libraries and frameworks
jprichardson/node-fs-extra,1971,180,JavaScript,Non-web libraries and frameworks
giantray/stackoverflow-java-top-qa,1970,776,GCC Machine Description,Documentation
JacksonTian/eventproxy,1970,396,JavaScript,Non-web libraries and frameworks
hongyangAndroid/baseAdapter,1969,650,Java,Non-web libraries and frameworks
Manabu-GT/ExpandableTextView,1969,520,Java,Non-web libraries and frameworks
axkibe/lsyncd,1968,222,Lua,Software tools
hishamhm/htop,1967,237,C,Software tools
trulia/hologram,1966,202,Ruby,Software tools
HugoGiraudel/SJSJ,1966,213,HTML,Documentation
gaearon/react-makes-you-sad,1966,104,Makefile,Documentation
ibab/tensorflow-wavenet,1965,305,Python,Non-web libraries and frameworks
fengyuanchen/viewerjs,1965,127,JavaScript,Web libraries and frameworks
facebook/network-connection-class,1964,334,Java,Non-web libraries and frameworks
gitextensions/gitextensions,1964,750,C#,Software tools
jsor/jcarousel,1964,778,JavaScript,Web libraries and frameworks
icepy/Front-End-Develop-Guide,1963,498,Swift,Documentation
wagerfield/flat-surface-shader,1963,247,JavaScript,Web libraries and frameworks
timburks/nu,1963,245,Objective-C,System software
Yelp/mrjob,1963,488,Python,Web libraries and frameworks
google/google-authenticator,1962,409,Java,Documentation
wentin/cssicon,1962,92,CSS,Web libraries and frameworks
androidquery/androidquery,1961,619,Java,Non-web libraries and frameworks
ranger/ranger,1961,184,Python,Software tools
mattdiamond/Recorderjs,1960,601,JavaScript,Web libraries and frameworks
szimek/signature_pad,1960,513,JavaScript,Web libraries and frameworks
moment/moment-timezone,1960,378,JavaScript,Non-web libraries and frameworks
browserhtml/browserhtml,1960,132,JavaScript,Application software
0xced/XCDYouTubeKit,1959,325,Objective-C,Non-web libraries and frameworks
LyndonChin/MasteringAndroidDataBinding,1959,420,Java,Documentation
Yalantis/Pull-to-Refresh.Rentals-iOS,1959,257,Objective-C,Non-web libraries and frameworks
gnemoug/distribute_crawler,1957,1209,Python,Software tools
bhauman/lein-figwheel,1957,162,Clojure,Software tools
NLPchina/elasticsearch-sql,1956,442,Java,Software tools
